DeviceId:CISME0006669c1a4f
Filename:/msc/Data/d4c6r8ci2_Oct19_1422.csv
pH Slope(m): 0.05897
pH Eo (b): -0.40960
cal. Buffer pH: 8.04100
cal. Buffer temp. 24.03778
Salinity: 35
O2 0 Phase: 60.42000
O2 0 Temp: 25.00000
O2 100 Phase: 27.28000
O2 100 Temp: 23.97000
O2 LED Current: 150.00000
O2 Pressure Cal: 976.00000
Total number of steps: 1
Step Number: 1
Time Threshold: 1800
O2 Threshold:   0
pH Threshold: 0.000
Flow Rate: 5348.000000
Light Level: 26.000000
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.02, ,128.4,251.4,8.1813,28.35, ,0.075089,0.6730,11.82,24.05,1975
1,0.05, ,128.1,250.9,8.1807,28.35, ,0.075049,0.6730,11.84,24.07,1976
1,0.07, ,128.4,251.4,8.1802,28.34, ,0.075021,0.6730,11.86,24.05,1976
1,0.08, ,128.3,251.2,8.1802,28.34, ,0.075021,0.6730,11.84,24.06,1979
1,0.10, ,128.0,250.6,8.1807,28.34, ,0.075049,0.6730,11.88,24.08,1977
1,0.12, ,127.9,250.4,8.1814,28.34, ,0.075093,0.6730,11.84,24.09,1979
1,0.13, ,127.9,250.4,8.1809,28.34, ,0.075064,0.6730,11.84,24.09,1980
1,0.15, ,128.5,251.7,8.1810,28.34, ,0.075065,0.6730,11.84,24.04,1978
1,0.17, ,128.4,251.4,8.1810,28.34, ,0.075067,0.6730,11.87,24.05,1981
1,0.18, ,128.0,250.7,8.1817,28.34, ,0.075107,0.6730,11.82,24.08,1979
1,0.20, ,128.3,251.2,8.1819,28.34, ,0.075123,0.6730,11.86,24.06,1976
1,0.22, ,128.0,250.7,8.1821,28.34, ,0.075135,0.6730,11.87,24.08,1978
1,0.23, ,127.4,249.4,8.1827,28.34, ,0.075166,0.6730,11.83,24.13,1976
1,0.25, ,128.1,250.9,8.1825,28.34, ,0.075158,0.6730,11.86,24.07,1973
