DeviceId:CISME0006669c1a4f
Filename:/msc/Data/d3b2c11115_Oct18_1116.csv
pH Slope(m): 0.05897
pH Eo (b): -0.40960
cal. Buffer pH: 8.04100
cal. Buffer temp. 24.03778
Salinity: 35
O2 0 Phase: 60.42000
O2 0 Temp: 25.00000
O2 100 Phase: 27.28000
O2 100 Temp: 23.97000
O2 LED Current: 150.00000
O2 Pressure Cal: 976.00000
Total number of steps: 1
Step Number: 1
Time Threshold: 180
O2 Threshold:   0
pH Threshold: 0.000
Flow Rate: 6562.000000
Light Level: 0.000000
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.03, ,112.9,224.8,8.0991,27.28, ,0.069631,0.6959,12.41,25.50,2182
1,0.05, ,112.3,223.7,8.0983,27.28, ,0.069583,0.6959,12.39,25.55,2181
1,0.07, ,112.6,224.3,8.0979,27.28, ,0.069559,0.6958,12.44,25.52,2182
1,0.08, ,113.1,225.2,8.0986,27.28, ,0.069600,0.6958,12.39,25.48,2184
1,0.10, ,112.8,224.8,8.0983,27.28, ,0.069583,0.6958,12.41,25.50,2184
1,0.12, ,113.3,225.7,8.0985,27.28, ,0.069595,0.6958,12.41,25.46,2181
1,0.13, ,112.7,224.6,8.0985,27.28, ,0.069594,0.6958,12.40,25.51,2182
1,0.15, ,113.2,225.4,8.0994,27.28, ,0.069650,0.6958,12.39,25.47,2184
1,0.17, ,113.0,225.0,8.0996,27.28, ,0.069657,0.6958,12.40,25.49,2183
1,0.18, ,113.6,226.3,8.0982,27.28, ,0.069576,0.6958,12.39,25.43,2183
1,0.20, ,113.5,226.1,8.0983,27.28, ,0.069584,0.6958,12.40,25.44,2180
1,0.22, ,113.1,225.2,8.0987,27.28, ,0.069609,0.6958,12.39,25.48,2183
1,0.23, ,112.4,223.9,8.0982,27.28, ,0.069577,0.6958,12.42,25.54,2181
1,0.25, ,112.7,224.5,8.0974,27.28, ,0.069531,0.6958,12.38,25.51,2182
1,0.27, ,113.1,225.2,8.0987,27.28, ,0.069609,0.6958,12.39,25.48,2183
1,0.28, ,113.4,225.9,8.0974,27.28, ,0.069532,0.6958,12.39,25.45,2184
1,0.30, ,112.3,223.6,8.0973,27.28, ,0.069526,0.6958,12.40,25.55,2184
1,0.32, ,112.4,223.9,8.0970,27.28, ,0.069507,0.6957,12.39,25.54,2184
1,0.33, ,113.2,225.4,8.0965,27.28, ,0.069476,0.6957,12.39,25.47,2182
1,0.35, ,113.1,225.2,8.0974,27.28, ,0.069531,0.6957,12.39,25.48,2182
1,0.37, ,113.5,226.1,8.0977,27.28, ,0.069550,0.6957,12.39,25.44,2182
1,0.38, ,112.2,223.4,8.0973,27.28, ,0.069527,0.6957,12.40,25.56,2181
1,0.40, ,113.1,225.2,8.0976,27.28, ,0.069543,0.6957,12.38,25.48,2180
1,0.42, ,113.4,225.8,8.0976,27.28, ,0.069544,0.6957,12.42,25.45,2183
1,0.43, ,112.7,224.5,8.0986,27.28, ,0.069603,0.6957,12.39,25.51,2182
1,0.45, ,113.8,226.7,8.0978,27.28, ,0.069554,0.6957,12.46,25.41,2181
1,0.47, ,113.4,225.8,8.0974,27.28, ,0.069529,0.6957,12.40,25.45,2183
1,0.48, ,112.8,224.7,8.0970,27.29, ,0.069510,0.6957,12.44,25.50,2180
1,0.50, ,113.6,226.3,8.0974,27.29, ,0.069529,0.6956,12.38,25.43,2179
1,0.52, ,113.2,225.4,8.0966,27.29, ,0.069484,0.6956,12.43,25.47,2182
1,0.53, ,112.9,224.9,8.0965,27.29, ,0.069478,0.6956,12.39,25.49,2181
1,0.55, ,112.7,224.5,8.0976,27.29, ,0.069545,0.6956,12.40,25.51,2181
1,0.57, ,113.2,225.4,8.0968,27.29, ,0.069499,0.6956,12.40,25.47,2179
1,0.58, ,113.5,226.0,8.0968,27.29, ,0.069495,0.6956,12.38,25.44,2183
1,0.60, ,113.3,225.6,8.0965,27.29, ,0.069481,0.6956,12.38,25.46,2179
1,0.62, ,112.8,224.7,8.0967,27.29, ,0.069492,0.6956,12.45,25.50,2180
1,0.63, ,113.0,225.1,8.0971,27.29, ,0.069516,0.6956,12.41,25.48,2182
1,0.65, ,113.5,226.0,8.0969,27.29, ,0.069507,0.6956,12.37,25.44,2180
1,0.67, ,113.8,226.7,8.0993,27.29, ,0.069650,0.6956,12.39,25.41,2179
1,0.68, ,113.2,225.3,8.0963,27.29, ,0.069468,0.6955,12.37,25.47,2180
1,0.70, ,112.7,224.5,8.0966,27.29, ,0.069486,0.6956,12.40,25.51,2178
